,BC5CDR_Terms,BC5CDR_Count,Search_Term,Content_Classification,duration_seconds,duration_seconds,comment_count,video_title,video_description,detected_language,is_live_broadcast,is_archived_live,live_actual_start_time,live_actual_end_time
Jj0qlpJEy8U,"['melatonin', 'Melatonin', 'anxiety']",3,Reiki,"Pseudocientífico
",11264,11264,99,"Relájate con Música Reiki: Libera Estrés, Activa la Melatonina y Purifica el Cuerpo","Relájate con Música Reiki: Libera Estrés, Activa la Melatonina y Purifica el Cuerpo

Sumérgete en una experiencia de paz y armonía con nuestra Música Reiki. 🌙 Esta melodía especial está diseñada para liberar el estrés, activar la melatonina y purificar tu cuerpo y mente, ayudándote a alcanzar un estado de calma profunda y bienestar integral. 🧘‍♂️

#curandotumente #432hz  #energía
-------------------------------------------------- ----------------
    🌿Bienvenidos a nueva música relajante en vivo en el canal Healing Your Mind
Podrás ajustar el volumen del vídeo y empezar a hacer lo que quieras como estudiar, trabajar, leer... o simplemente relajarte o dormir bien.

🎼 MISIÓN 🎵
Relajación y Meditación.
Meditaciones guiadas.
Relajaciones para dormir.
Calmar y controlar la ansiedad.
Conciliar el sueño y dormir mejor.
Para estudiar.
Sesiones de yoga, reiki, spa, masajes...
Haz las tareas.
Bienestar.

🌿 Si te encanta el programa y quieres escuchar música más relajante, no olvides darle me gusta.
🎬 Software de edición de vídeo: Adobe Premiere Pro CC.
🎬 Software de edición de vídeo: Adobe After Effects Pro CC
📷 Software de edición de fotografías: Photoshop CC
🎶 ¿Qué puedes encontrar en nuestro canal?

En nuestro canal podrás encontrar música relajante para: dormir, meditar, yoga, zen, spa, masajes, estudiar y concentrarse...

👉 Si te gusta la música de este vídeo, dale me gusta, suscríbete y compártelo con más amigos.

Muchas gracias por escuchar. ¡Disfruta de la música para relajarte, dormir, meditar y que tengas un día o una noche maravillosos!

¡No olvides suscribirte, darle me gusta y compartir mis videos si te gustan! ¡Que tenga un lindo día!
-------------------------------------------------- -----
►Todos los derechos pertenecen a sus respectivos dueños.
✔ Este video recibió una licencia especial directamente de los artistas y titulares de derechos.",es,False,False,,
JaoU8Jbz-SQ,['Patreon - https://patreon.com/chilibasmr'],1,Reiki,"Pseudocientífico
",2157,2157,314,[ASMR] Sleep Inducing Kinesiology & Reiki session for Cold Winter Energy,"In today's ASMR pampering session I give Jeremy some more kinesiology testing and reiki to clear out cold winter energy he's been feeling lately. Hopefully you find it as relaxing as he and Chili did! Click more for a fun fact about us! 

Fun Fact # 27 — If you stayed til the end you can see a video I took of Myrtle the Turtle! She’s a resident at the Boston aquarium where I just visited and I love her. 

0:00 - intro card
0:05 - kinesiology
11:00 - reiki 

____________~~~~~____________~~~~~____________~~~~~____________
Get in touch! 
Business inquiries: chilib@algebramedia.com
Personal inquiries - chilibasmr@gmail.com

Ways to support the channel —
Patreon - https://patreon.com/chilibasmr

Brand links we love (and affiliate for): 
What we sleep with: Manta Mask - https://bit.ly/3B8HivZ

Want to start your own channel? Here's the equipment we use:
Microphone - https://amzn.to/2Vu8WnZ
Point and shoot camera - https://amzn.to/3zmF2BB
i-phone (camera) - https://amzn.to/3mRcATs
Lights - https://amzn.to/3FSEhTw
I-phone tripod - https://amzn.to/3qIjEmr
Camera tripod - https://amzn.to/3JBv0S2

*Disclaimer: We are not professional doctors, security or any other role we play in these videos. This video is for relaxation purposes only. Do not take any medical advice from this content.",en,False,False,,
2k1PLQPAgg8,[],0,Reiki,"Pseudocientífico
",1843,1843,249,Full Body Reiki Healing with Energized Crystals & Cord Cutting [ASMR roleplay],"We welcome back Lindsey for a full body healing session and card reading. I have a ""hard time"" breaking into her aura at first, but we get there! Subscribe for more!

This real person ASMR channel hosts videos featuring models, actors and viewers like you! Looking for our Jeremy videos? Here's our other ASMR channel: https://www.youtube.com/chilibasmr

And to apply to be on the channel fill out this link: https://forms.gle/CoXjJcfouv68eb7z6

*Disclaimer* This channel is roleplay only. I do not have professional experience in any roleplays performed on the channel. I am not a medical professional and cannot provide advice on medical issues. 

#asmr #chilibasmr #relaxing",en,False,False,,
55kKl0Ly8f4,"['anxiety', 'Melatonin']",2,Reiki,"Pseudocientífico
",11170,11170,122,"Música Reiki | Elimina Estrés, Liberación de Melatonina y Toxinas | Calmar la mente y el alma #20","Música Reiki | Elimina Estrés, Liberación de Melatonina y Toxinas | Calmar la mente y el alma #20

Bienvenidos a una nueva transmisión en vivo de música relajante en el canal Healing Your Mind. Puedes dejar el vídeo a bajo volumen y empezar a realizar cualquier tarea como estudiar, trabajar, leer... o simplemente relajarte o dormir tranquilamente.

Si te gustó el show en vivo y quieres contenido musical más relajante no olvides darle me gusta.
#curandotumente #chakra #energía
-------------------------------------------------- ----------------
    🌿Bienvenidos a nueva música relajante en vivo en el canal Healing Your Mind
Podrás ajustar el volumen del vídeo y empezar a hacer lo que quieras como estudiar, trabajar, leer... o simplemente relajarte o dormir bien.

🎼 MISIÓN 🎵
Relajación y Meditación.
Meditaciones guiadas.
Relajaciones para dormir.
Calmar y controlar la ansiedad.
Conciliar el sueño y dormir mejor.
Para estudiar.
Sesiones de yoga, reiki, spa, masajes...
Haz las tareas.
Bienestar.

🌿 Si te encanta el programa y quieres escuchar música más relajante, no olvides darle me gusta.
🎬 Software de edición de vídeo: Adobe Premiere Pro CC.
🎬 Software de edición de vídeo: Adobe After Effects Pro CC
📷 Software de edición de fotografías: Photoshop CC
🎶 ¿Qué puedes encontrar en nuestro canal?

En nuestro canal podrás encontrar música relajante para: dormir, meditar, yoga, zen, spa, masajes, estudiar y concentrarse...

👉 Si te gusta la música de este vídeo, dale me gusta, suscríbete y compártelo con más amigos.

Muchas gracias por escuchar. ¡Disfruta de la música para relajarte, dormir, meditar y que tengas un día o una noche maravillosos!

¡No olvides suscribirte, darle me gusta y compartir mis videos si te gustan! ¡Que tenga un lindo día!
-------------------------------------------------- -----
►Todos los derechos pertenecen a sus respectivos dueños.
✔ Este video recibió una licencia especial directamente de los artistas y titulares de derechos.",es,False,False,,
I-ewFbi9Vss,[],0,Reiki,"Pseudocientífico
",692,692,380,ASMR | Oración a los angeles y sesión express de reiki 💗,"Buenas noches querida comunidad!!!
Volvió nonita!!!!! con su librito de angeles y muchos susurros... 
Es un vídeo corto pero sepan entender que a veces es difícil hacerlos más largos. Ella nos ayuda con mucho amor! 

Si te gustó déjanos un comentario...
Y si no te has suscrito, es la mejor manera de ayudarnos.
Los queremos mucho! 

a dormir....
SOMOS INDAH",es,False,False,,
e1KcdZ1pdw0,['Patreon - https://patreon.com/chilibasmr'],1,Reiki,"Pseudocientífico
",2079,2079,318,35-Minute Reiki Healing Session | Feather Sweeping & Gemstone Massage for Clarity [ASMR],"After some traveling, family visiting, and illness Jeremy needs a little reiki healing pick-me-up. I use gemstones, feather sweeping, plucking and more to reset his mind and introduce some clarity. Click more for a fun fact about us! 

Fun Fact # 1 — we're resetting our fun facts the way I'm resetting Jeremy here. As Hilary Duff would say, let's go bacccckkk, back to the beginningggg! 

____________~~~~~____________~~~~~____________~~~~~____________
Get in touch! 
Business inquiries: chilib@algebramedia.com
Personal inquiries - chilibasmr@gmail.com

Ways to support the channel —
Patreon - https://patreon.com/chilibasmr

Brand links we love (and affiliate for): 
What we sleep with: Manta Mask - https://bit.ly/3B8HivZ
Weighted blanket we love: Luxome - https://bit.ly/3yKDClG

Want to start your own channel? Here's the equipment we use:
Microphone - https://amzn.to/2Vu8WnZ
Point and shoot camera - https://amzn.to/3zmF2BB
i-phone (camera) - https://amzn.to/3mRcATs
Lights - https://amzn.to/3FSEhTw
I-phone tripod - https://amzn.to/3qIjEmr
Camera tripod - https://amzn.to/3JBv0S2

*Disclaimer: We are not professional doctors, security or any other role we play in these videos. This video is for relaxation purposes only. Do not take any medical advice from this content.

0:00 - intro card
0:05 - session start 
0:45 - sensing with the grounding stone 
3:16 - sweeping energy with hands 
7:23 - plucking with tool 
9:21 - amethyst crystal healing 
13:32 - sweeping with feather 
17:52 - wooden block sounds 
20:30 - reassessing with hands, grounding 
21:13 - moving to back
21:50 - sweeping on back
22:46 - gemstone rubbing on head
26:30 - charging hands with positive energy hehe
27:00 - placing gem bags 
28:16 - gemstone wands on head 
30:45 - feather sweeping on head
32:08 - gem wand work 
33:35 - removing gem bags and grounding",en,False,False,,
91xDwwjcqsE,[],0,Reiki,"Pseudocientífico
",1912,1912,2033,Reiki master meets Jesus,"Liz was a Reiki Master healer and sold training courses through her website. In this video she tells how she meets Jesus and experiences real healing for the first time in her life.

Are you into reiki, new age, crystal healing, magnet therapym, energy healing, spirit guides, holistic therapies, chakra balancing, acupuncture, kinesiology, aura cleansing, colour therapy or shamanism? YOU HAVE GOT TO SEE THIS! It includes deliverances from demons, supernatural healing and the true message of Jesus.

More info: http://www.thelastreformation.com
The Pioneer School: http://www.thelastreformation.com/the-pioneer-school

How is Liz doing now? Listen to an update here (starting at around 30min):
http://www.blogtalkradio.com/tribulation-now/2016/04/19/reiki-master-meets-jesus-with-sister-liz-dallas-chapman

Also Liz is sharing the Gospel with other people herself: https://www.youtube.com/watch?v=aGCuDlMqm2A

Help us caption & translate this video!

http://amara.org/v/Gpqu/",en,False,False,,
z8_wZcouJks,[],0,Reiki,"Pseudocientífico
",1743,1743,249,30-Minute Full Emotional and Physical Reiki Reset {ASMR},"In this ASMR reiki episode I give Amber a full emotional (and partial physical) reset to deal with some major changes her energy is going through. Featuring: gem wands, plucking, sweeping, gemstones, feather and more! Subscribe for more relaxing ASMR content for sleep. 

This real person ASMR channel hosts videos featuring models, actors and viewers like you! Looking for our Jeremy videos? Here's our other ASMR channel: https://www.youtube.com/chilibasmr

And to apply to be on the channel fill out this link: https://forms.gle/CoXjJcfouv68eb7z6

*Disclaimer* This channel is roleplay only. I do not have professional experience in any roleplays performed on the channel. I am not a medical professional and cannot provide advice on medical issues. 

#asmr #chilibasmr #relaxing",en,False,False,,
oeW0CSYitdg,"['anxiety', 'Smoke', 'Depression', 'depression']",4,Reiki,"Pseudocientífico
",2685,2685,399,"ASMR Reiki Healing for Depression (Smoke Cleanse, Body Scan, Tarot Reading, Rain Sounds)","This video is for anyone who is struggling with depression at the moment. I hope it offers your comfort and assistance during this difficult time. My apologies for the blurry focus. I will invest in a monitor from now on so this stops happening. 😔 I'm sending you so much love and healing light. Hope you enjoy ❤️

If you need support with your depression, visit: https://www.mentalhelp.net/depression/hotline/

A list of international helplines: https://togetherweare-strong.tumblr.com/helpline

Work with me → https://ediyasmr.com
‣ Learn shadow work, release repressed energy and work with the subconscious

Join my Patreon → https://patreon.com/ediyasmr 

Email → hello@ediyasmr.com
Instagram → https://www.instagram.com/ediyasmr/

Facebook → https://www.facebook.com/the.intuitiv...
Insight Timer → https://insighttimer.com/ediya.daulet
TikTok → https://www.tiktok.com/@ediya.daulet?...

Donations → https://www.paypal.com/cgi-bin/webscr...

DISCLAIMERS
**Medical Disclaimer: I am not a healthcare professional. This video is created for relaxation, entertainment and ASMR/tingles inducing purposes only. For more information about ASMR phenomenon please click here: 
https://en.wikipedia.org/wiki/Autonom...

This video cannot replace any medication or professional treatment. If you have any health conditions please consult your health-care provider.",en,False,False,,
eSPm3ehgnjA,"['Selenite', 'anxiety']",2,Reiki,"Pseudocientífico
",1801,1801,322,"ASMR Reiki for Overthinking (Hand Movements, Crystals, Singing Bowl, Tarot Reading, Rain Sounds)","Hey guys! I got some requests to do a video on the subject of overthinking and worrying so here it is. I hope it helps you ease your worries and find some peace as you drift off into sleep. Much love, Ediya 💛

0:00 Intro
1:30 Singing Bowl
4:12 Selenite Crystal Cleanse
8:45 Hand Movements
14:12 Tarot Reading
20:10 Singing Bowl

Work with me → https://ediyasmr.com
‣ Learn shadow work, release repressed energy and work with the subconscious

Join my Patreon → https://patreon.com/ediyasmr 

Email → hello@ediyasmr.com
Instagram → https://www.instagram.com/ediyasmr/

Facebook → https://www.facebook.com/the.intuitiv...
Insight Timer → https://insighttimer.com/ediya.daulet
TikTok → https://www.tiktok.com/@ediya.daulet?...

Donations → https://www.paypal.com/cgi-bin/webscr...

DISCLAIMERS
**Medical Disclaimer: I am not a healthcare professional. This video is created for relaxation, entertainment and ASMR/tingles inducing purposes only. For more information about ASMR phenomenon please click here: 
https://en.wikipedia.org/wiki/Autonom...

This video cannot replace any medication or professional treatment. If you have any health conditions please consult your health-care provider.",en,False,False,,
X0K5zevIftA,"['asmr aura', 'anxiety', 'Anxiety attacks', 'Anxiety']",4,Reiki,"Pseudocientífico
",3447,3447,513,"ASMR Reiki for Anxiety, Negative Energy Removal, Aura Cleansing & Crystal Healing","Tonight I will give you a very special reiki asmr session for anxiety relief. Clearing the negative energies in your aura and a very special sleep therapy are also included in this session!

Anxiety attacks are a serious and disturbing problem that I sometimes have to contend with. When this happens, I usually look for various ways to calm myself and refocus. And ASMR videos are very helpful for this. That's why I wanted to prepare a special session that I believe will help you to solve this problem. At least I think you'll feel much better.

I will start the session with a very special negative energy pulling, where I will cut the cords with my imaginary scissors. Meanwhile, you can hear some layered sounds and ASMR trigger sounds coming out of my mouth. Don't worry, everything is under control! This is actually a special technique that I have done to remove the anxious thoughts that have accumulated in your mind. Of course this is just an experiment.

In the face brushing part, I will use a very special technique to clean the negative energy particles that accumulate in your facial aura after the energy cut. You'll really feel those brushstrokes on your face with layered sounds. This has been a new trigger for me.

After the brushing part, I will continue to cut their energy using real scissors. I know very well what a triggering asmr content the scissors sounds are. Because it is also among my favourites. I hope you enjoy watching it too!

I tried another new trigger while doing crystal healing. Cleaning the crystal with healing water and pulling the energy from the crystal with my hand and throwing it into your aura! I have to admit that it created a very realistic and relaxing effect while watching it. I hope you will like it too!

A relaxing atmosphere and fireplace sounds will be waiting for you in sleep therapy. So you will be able to have a great sleep because your anxiety attack is gone.

Yes, that's all! I hope you are feeling better now. Because I love you so much, my special friend. Please take care of yourself!

DISCLAIMERS ***

This video is created for relaxation, entertainment and ASMR inducing purposes only. 

I am not a Reiki master or healer and I am not a healthcare professional. So, this video cannot replace any medication or professional treatment.

Timestamps:

00:00 Preview
00:56 Energy pulling & Cord cutting
10:37 Anxiety plucking
16:58 Face brushing for aura cleansing
22:40 Negative energy cutting
33:26 Crystal healing
44:19 Relaxing hand movements
52:41 Sleep therapy

#asmr #reiki #anxiety",en,False,False,,
HrKmzqzWcSY,"['selenite', 'Selenite', 'Smoke', 'anxiety']",4,Reiki,"Pseudocientífico
",1818,1818,258,"asmr reiki for sleep | sage cleanse, selenite cleanse, hand movements (rain sounds)","My apologies for the in and out focus. If it bothers you, please click on another video of mine 🙏🏻 This was actually a retry after I messed up the audio on the original video for this week. (If you'd like to see what was salvageable from that transmission, visit my patreon). I was really close to just giving up on posting this week and deleting both footage. But here we are, I tried working with what I had in hopes that it benefits at least one of you. So I hope you enjoy. Maybe this can be more of a listening experience rather than a visual one 🙂

0:00 Sage Smoke Cleanse
3:41 Intro + Hand Movements
5:52 Drawing Reiki Symbols
7:00 Selenite Cleanse + Body Scan
13:27 Receive Light + Hand Movements
22:00 Sleep Countdown

Work with me → https://ediyasmr.com
‣ Learn shadow work, release repressed energy and work with the subconscious

Join my Patreon → https://patreon.com/ediyasmr 

Email → hello@ediyasmr.com
Instagram → https://www.instagram.com/ediyasmr/

Facebook → https://www.facebook.com/the.intuitiv...
Insight Timer → https://insighttimer.com/ediya.daulet
TikTok → https://www.tiktok.com/@ediya.daulet?...

Donations → https://www.paypal.com/cgi-bin/webscr...

DISCLAIMERS
**Medical Disclaimer: I am not a healthcare professional. This video is created for relaxation, entertainment and ASMR/tingles inducing purposes only. For more information about ASMR phenomenon please click here: 
https://en.wikipedia.org/wiki/Autonom...

This video cannot replace any medication or professional treatment. If you have any health conditions please consult your health-care provider.",en,False,False,,
9rRKGzsqBI0,[],0,Reiki,"Pseudocientífico
",1929,1929,315,[ASMR] Reiki for Removal of Negative Energy & Self Doubt,"Shop Dossier's November Black Friday Sales Start now - up to 50% https://dossier.co/ #DossierPerfume @dossierperfumes 

*Disclaimer* This channel is roleplay only. I do not have professional experience in any roleplays performed on the channel. I am not a medical professional and cannot provide advice on medical issues. 

Tova is back and it's time to clear off some of her negative energy and self doubt. I use the gem wands, healing crystals, sound healing and more. Subscribe for more!

This real person ASMR channel hosts videos featuring models, actors and viewers like you! Looking for our Jeremy videos? Here's our other ASMR channel: https://www.youtube.com/chilibasmr

And to apply to be on the channel fill out this link: https://forms.gle/CoXjJcfouv68eb7z6



#asmr #chilibasmr #relaxing",en,False,False,,
L-mRknK3xNg,"['Selenite', 'anxiety']",2,Reiki,"Pseudocientífico
",2014,2014,412,"ASMR Reiki for Sleep | Raise Your Vibration (Crystal Healing, Hand Movements, Body Scan, Rain Sound)","Hey guys, in this video I will be giving you a reiki energy healing session to help you raise your vibrations. The main thing I wanted to share in this video is to help you reframe what it means to raise your vibrations. Often times, we work on ""raising our vibrations"" because we think we are not enough as is. So we get into the mindset that we must do more, be more positive, and strive towards a higher vibration but the truth is that only drags your vibrations down. What if you don't actually need to DO anything because you naturally vibrate at a high frequency? Meaning if you just stopped doing, resisting and thinking you're not enough, you would rise back up to your natural vibration.  That is what we explore in this reiki session.

0:00 Intro
1:09 Candles (Selenite + Purple Agate Candle Holders)
5:55 Body Scan (to release physical resistance)
14:00 Selenite Cleanse (to release mental + energetic resistance)
21:17 Receive Light + Positive Affirmations
28:20 Hypnotic Sleep Countdown 

Work with me → https://ediyasmr.com
‣ Learn shadow work, release repressed energy and work with the subconscious

Join my Patreon → https://patreon.com/ediyasmr 

Email → hello@ediyasmr.com
Instagram → https://www.instagram.com/ediyasmr/

Facebook → https://www.facebook.com/the.intuitiv...
Insight Timer → https://insighttimer.com/ediya.daulet
TikTok → https://www.tiktok.com/@ediya.daulet?...

Donations → https://www.paypal.com/cgi-bin/webscr...

DISCLAIMERS
**Medical Disclaimer: I am not a healthcare professional. This video is created for relaxation, entertainment and ASMR/tingles inducing purposes only. For more information about ASMR phenomenon please click here: 
https://en.wikipedia.org/wiki/Autonom...

This video cannot replace any medication or professional treatment. If you have any health conditions please consult your health-care provider.",en,False,False,,
ZVetGjasDdw,"['insomnia', 'asmr headache', 'migraine', 'headaches', 'headache', 'anxiety', 'hand movements', 'melatonin']",8,Reiki,"Pseudocientífico
",5995,5995,412,ASMR Reiki for headache relief with sleep music and delta waves,"Today I prepared a special ASMR reiki session for people who suffering from headaches. With special healing sleep music and delta waves, a very relaxing forehead massage and layered sounds will be waiting for you.

Today, I wanted to do a relaxing forehead massage, which I believe is very good for headaches, to make the reiki content different. From the beginning of your session, you will hear the completely healing sleep music in the background. And you will hear delta waves every few minutes. But don't worry, from the second part of the video to the end, you will only listen to these delta waves and healing tunes.

Now let me tell you a little about delta waves.

Listening to delta waves can offer several benefits for your overall well-being. Delta waves are associated with deep, restorative sleep and relaxation, making them a powerful tool for improving sleep quality and combating insomnia. They promote the release of important hormones like melatonin, aiding in regulating your sleep-wake cycle. Beyond sleep, delta waves can induce a profound sense of calm and tranquility, reducing stress and anxiety.

By incorporating delta wave listening into your daily routine, you can harness these advantages to foster better sleep, relaxation, and overall mental and emotional well-being.

Especially when you need to rest the mind before sleep or focus on a work, such content is extremely effective for me. Hope it works for you too!

Thank you for being here and attending this special session. Stay healthy, my special friend!

Notice: The following video includes ASMR (Autonomous Sensory Meridian Response) material, intended to evoke feelings of relaxation or tingling in certain viewers.

Kindly note that I am neither a Reiki expert nor a healer, and my expertise does not extend to healthcare. As such, please be aware that this video is in no way a substitute for medical treatment or professional therapy.

Timestamps:

00:00 Best moments
00:42 Healing water for headache
05:22 Forehead massage
16:00 Cutting off painful energy
19:24 Reiki symbols
24:01 Forehead massage
31:18 Massage with brushes
39:00 Healing reiki symbols and hand movements

#asmr #reiki #headache #sleep #deltawaves",en,False,False,,
OxJXSjBenFs,[],0,Reiki,"Pseudocientífico
",29288,29288,750,"528Hz ARCTURIAN ENERGY • HEAL BODY, MIND & SOUL • SPIRITUAL CONNECTION • REIKI","528Hz ARCTURIAN ENERGY • HEAL BODY, MIND & SOUL • SPIRITUAL CONNECTION • REIKI

Hello! Welcome to our channel of Reiki and Meditation Music: Star Way Healing.

Become a member of our channel, it's a way to say thank you and be part of our meditative community!
https://www.youtube.com/channel/UCdjO7cf5visla1WQJWCVCQQ/join

The purpose of this channel is to be a source of music for many different objectives:
Sleep, Yoga, Relaxing, Massages, Focus, Meditation, Zen, Prayer, Study, Concentration, Reiki...

Many of the songs are channeled and have different frequencies, a lot of videos also have Reiki energy.

While our songs can be enjoyed with headphones, it's totally up to you how you listen. Choose whatever feels most comfortable for you. Enjoy the music your way! 

This channel is a source of positive energy, love and light. Disrespectful comments won't be allowed!

If you enjoyed this video please subscribe to our channel, hit the like button and the notification bell for more meditation music.

Thank you! 💜

Instagram:
https://www.instagram.com/starwayhealing

Twitter:
https://twitter.com/StarWayHealing

Buy Me a Coffee:
https://www.buymeacoffee.com/starwayhealing

Facebook:
https://www.facebook.com/profile.php?id=61556079720961

Disclaimer: 
Kindly be aware that the videos featured on this channel do not purport to perform miracles, cures or guarantee specific outcomes. 
While the videos and songs may benefit many individuals, it's crucial to understand that they might not be suitable for everyone. 
Therefore, it's important to underscore that no promises, guarantees, or representations are made regarding the attainment of cures or financial gains through the use of any of the videos.
Your decision to engage with any of the content provided should be made with your own diligence. By using any information or content from this channel, you acknowledge that I bear no responsibility for your success or failure.
The videos and songs here are not a substitute for professional medical treatment. They are for educational purposes only and do not guarantee any specific outcomes. 
Always consult with a qualified healthcare provider for personalized medical advice and treatment.
Please do not operate any type of machinery while listening to the songs.

Use the channel's content with responsability!

The video and song have licenses directly from the rights holders.

Please note: This audio is intended for personal use only. Any form of copying, downloading, re-uploading, sampling, or synchronization is strictly prohibited and may negatively impact the quality of the sound and the frequencies.

Copyright ⓒ 2023 Star Way Healing™. All rights reserved

#meditation #meditationmusic #starwayhealing #reiki #relaxingmusic #sleepmusic #sleep #relaxing",en,True,True,2024-04-08T00:00:06Z,2024-04-08T08:10:13Z
l1IDgu95_0g,[],0,Reiki,"Pseudocientífico
",,,,,,,False,False,,
wir04g-47Gs,"['Pain', 'asmr pain', 'pain']",3,Reiki,"Pseudocientífico
",1901,1901,273,"ASMR Hypnotic Reiki | Listening to the Body for Pain Relief (Mindfulness, Hypnosis)","Work with me: https://ediyasmr.com
→ Learn shadow work, release repressed energy and deepen self-awareness

Join my Patreon community: https://patreon.com/ediyasmr 

If you want to support me 
https://www.paypal.com/cgi-bin/webscr...

Instagram: https://www.instagram.com/ediyasmr/
Facebook: https://www.facebook.com/the.intuitiv...
Insight Timer: https://insighttimer.com/ediya.daulet
TikTok: https://www.tiktok.com/@ediya.daulet?...
Email: hello@ediyasmr.com

DISCLAIMERS
**Medical Disclaimer: I am not a healthcare professional. This video is created for relaxation, entertainment and ASMR/tingles inducing purposes only. For more information about ASMR phenomenon please click here: 
https://en.wikipedia.org/wiki/Autonom...

This video cannot replace any medication or professional treatment. If you have any health conditions please consult your health-care provider.",en,False,False,,
bLi6Rgs7z_Y,[],0,Reiki,"Pseudocientífico
",254,254,507,रेकी हीलिंग करने और करवाने के ख़तरे | Hidden Risks of Reiki and Energy Healing | Sadhguru Hindi,"सद्गुरु ऊर्जा चिकित्साओं जैसे, रेकी, के सूक्ष्म पहलुओं पर चर्चा कर रहे हैं, और कैसे इस तरह की पद्धतियों को करना और करवाना, खतरनाक हो सकता है। 

#reiki #energy #health #healing #spirituality #viral #trending #hindi #sadhguru 

English Video : https://youtu.be/OQS0e3RjAJI

एक योगी, युगदृष्टा, मानवतावादी, सद्‌गुरु एक आधुनिक गुरु हैं, जिनको योग के प्राचीन विज्ञान पर पूर्ण अधिकार है। विश्व शांति और खुशहाली की दिशा में निरंतर काम कर रहे सद्‌गुरु के रूपांतरणकारी कार्यक्रमों से दुनिया के करोडों लोगों को एक नई दिशा मिली है। दुनिया भर में लाखों लोगों को आनंद के मार्ग में दीक्षित किया गया है। 

सद्‌गुरु एप्प डाउनलोड करें 📲
http://onelink.to/sadhguru__app

ईशा फाउंडेशन हिंदी ब्लॉग
http://isha.sadhguru.org/hindi

सद्‌गुरु का ओफ़िशिअल हिंदी फेसबुक चैनल
http://www.facebook.com/SadhguruHindi

सद्‌गुरु का ओफ़िशिअल हिंदी Telegram ग्रुप जॉइन करें 
https://t.me/joinchat/Md1ldBSkRhCIANVu80OSDA

सद्‌गुरु का नि:शुल्क ध्यान ईशा क्रिया सीखने के लिए:
http://hindi.ishakriya.com",hi,False,False,,
Tl7OrIw8lt4,"['anxiety', 'https://bit.ly/2ZhUKgV']",2,Reiki,"Pseudocientífico
",42898,42898,79,"528 Hz - Whole Body Regeneration | Emotional & Physical Healing, Top Healing Music Therapy","528 Hz - Whole Body Regeneration | Emotional & Physical Healing, Top Healing Music Therapy
The frequency of 528Hz helps to restore and transform our DNA, heal our DNA and increase our life energy level, help us to clear our mind, increase our awareness, create and open us to experience. deeper spiritual experience. When using this frequency with clear intention such as relaxation, meditation, concentration work, study, etc., this frequency can bring about miracles.

Solfeggio 528Hz frequency, also known as love frequency, magic tune, DNA repair frequency, transform frequency is known for its powerful transformative effect on human body as it helps to give back Human DNA is in its original, perfect state, and that is the benefit of an energy boost.
#sleepmusic #deepsleep #528Hz
🌙 Follow Helios Record for a new release every week:
➤ Spotify: https://spoti.fi/2OgiA6M
➤ SoundCloud: https://bit.ly/1V3lGKg
➤Youtube: https://bit.ly/2BQ5Y3D
➤ Instagram: https://bit.ly/2Zjztnc
➤ Facebook: https://bit.ly/2ZhUKgV

🌿 For long hours, beautiful relaxation music, piano music for meditation, piano music for stress relief, check out our Youtube playlist:
https://www.youtube.com/playlist?list...
-------------------------------------------------- -----

►All rights belong to their respective owners.
✔ This video was given a special license directly from the artists and the right holders.""
♡ 🌞 For contact and submit music: relax@wondermusic.us",en,True,True,2022-11-27T15:06:28Z,2022-11-28T04:08:29Z
7X8DUbbh1B4,[],0,Reiki,"Pseudocientífico
",1939,1939,186,[ASMR] Deep Sleep Light & Crystal Healing Reiki Roleplay,"Click here https://bit.ly/49YQ6qo to take the quiz and use my code CHILLWITHME for 50% off subscription items in your first order from Care/of. Care/of works hard to recommend supplements based on scientific research and your personal goals.

*As a friendly reminder, supplements aren’t intended to diagnose, treat, cure, or prevent any disease.

In today's session, Claudia receives a 30-minute deep clearing that lulled her into a sense of peace and calm. Subscribe for more!

This real person ASMR channel hosts videos featuring models, actors and viewers like you! Looking for our Jeremy videos? Here's our other ASMR channel: https://www.youtube.com/chilibasmr

And to apply to be on the channel fill out this link: https://forms.gle/CoXjJcfouv68eb7z6

*Disclaimer* This channel is roleplay only. I do not have professional experience in any roleplays performed on the channel. I am not a medical professional and cannot provide advice on medical issues. 

#asmr #chilibasmr #relaxing 

**Trigger timestamps**

0:00 - intro card 
0:06 - care/of
1:30 - session start 
2:37 - initial energy sensing 
3:23 - sensing stone 
4:09 - applying bracelets 
4:20 - lighting a candle/smoke clearing
5:43 - energy moving with hands 
7:26 - pressure point tool
8:49 - energy moving with hands 
10:41 - feather sweeping 
12:33 - wooden bead sound work
14:41 - gemstone clicking 
16:23 - light energy 
18:26 - reassessing energy
19:37 - dry flower sweeping
 21:07 - salt stone 
22:57 - head massage
24:24 - gemstone wands 
25:57 - tuning forks
29:25 - essential oils 
29:57 - candle sweeping/grounding",en,False,False,,
